"","x"
"1177",1.04857662277063e-05
"1181",1.04857662277063e-05
"1184",1.04857662277063e-05
"1186",1.04857662277063e-05
"1190",1.04857662277063e-05
"1192",1.04857662277063e-05
"1197",1.04857662277063e-05
"1202",1.04857662277063e-05
"1215",1.04857662277063e-05
"1221",1.04857662277063e-05
"172",1.04857662277063e-05
"532",1.04857662277063e-05
"627",1.04857662277063e-05
"658",1.04857662277063e-05
"851",1.04857662277063e-05
"895",1.04857662277063e-05
"923",1.04857662277063e-05
"952",1.04857662277063e-05
"963",1.04857662277063e-05
"1006",1.17964870061696e-05
"1020",1.17964870061696e-05
"1105",1.17964870061696e-05
"1106",1.17964870061696e-05
"1126",1.17964870061696e-05
"1131",1.17964870061696e-05
"1136",1.17964870061696e-05
"1139",1.17964870061696e-05
"1146",1.17964870061696e-05
"1153",1.17964870061696e-05
"1155",1.17964870061696e-05
"1158",1.17964870061696e-05
"1167",1.17964870061696e-05
"1168",1.17964870061696e-05
"1172",1.17964870061696e-05
"1183",1.17964870061696e-05
"1189",1.17964870061696e-05
"1191",1.17964870061696e-05
"1193",1.17964870061696e-05
"1199",1.17964870061696e-05
"1203",1.17964870061696e-05
"253",1.17964870061696e-05
"411",1.17964870061696e-05
"486",1.17964870061696e-05
"603",1.17964870061696e-05
"685",1.17964870061696e-05
"727",1.17964870061696e-05
"855",1.17964870061696e-05
"924",1.17964870061696e-05
"1033",1.31072077846328e-05
"1078",1.31072077846328e-05
"1092",1.31072077846328e-05
"1111",1.31072077846328e-05
"1117",1.31072077846328e-05
"1132",1.31072077846328e-05
"1134",1.31072077846328e-05
"1138",1.31072077846328e-05
"1140",1.31072077846328e-05
"1145",1.31072077846328e-05
"1147",1.31072077846328e-05
"1148",1.31072077846328e-05
"1156",1.31072077846328e-05
"1163",1.31072077846328e-05
"1166",1.31072077846328e-05
"129",1.31072077846328e-05
"446",1.31072077846328e-05
"660",1.31072077846328e-05
"846",1.31072077846328e-05
"1068",1.44179285630961e-05
"1076",1.44179285630961e-05
"1077",1.44179285630961e-05
"1083",1.44179285630961e-05
"1093",1.44179285630961e-05
"1098",1.44179285630961e-05
"1103",1.44179285630961e-05
"1121",1.44179285630961e-05
"1130",1.44179285630961e-05
"1135",1.44179285630961e-05
"1142",1.44179285630961e-05
"1152",1.44179285630961e-05
"517",1.44179285630961e-05
"1030",1.57286493415594e-05
"1046",1.57286493415594e-05
"1059",1.57286493415594e-05
"1062",1.57286493415594e-05
"1066",1.57286493415594e-05
"1067",1.57286493415594e-05
"1069",1.57286493415594e-05
"1084",1.57286493415594e-05
"1091",1.57286493415594e-05
"1100",1.57286493415594e-05
"1102",1.57286493415594e-05
"1110",1.57286493415594e-05
"1114",1.57286493415594e-05
"1115",1.57286493415594e-05
"1118",1.57286493415594e-05
"1124",1.57286493415594e-05
"1125",1.57286493415594e-05
"1133",1.57286493415594e-05
"1137",1.57286493415594e-05
"296",1.57286493415594e-05
"604",1.57286493415594e-05
"831",1.57286493415594e-05
"948",1.57286493415594e-05
"983",1.57286493415594e-05
"1051",1.70393701200227e-05
"1052",1.70393701200227e-05
"1060",1.70393701200227e-05
"1061",1.70393701200227e-05
"1063",1.70393701200227e-05
"1064",1.70393701200227e-05
"1070",1.70393701200227e-05
"1073",1.70393701200227e-05
"1080",1.70393701200227e-05
"1087",1.70393701200227e-05
"1088",1.70393701200227e-05
"1096",1.70393701200227e-05
"1101",1.70393701200227e-05
"1108",1.70393701200227e-05
"1109",1.70393701200227e-05
"1112",1.70393701200227e-05
"764",1.70393701200227e-05
"840",1.70393701200227e-05
"996",1.70393701200227e-05
"1010",1.8350090898486e-05
"1026",1.8350090898486e-05
"1035",1.8350090898486e-05
"1039",1.8350090898486e-05
"1041",1.8350090898486e-05
"1047",1.8350090898486e-05
"1054",1.8350090898486e-05
"1072",1.8350090898486e-05
"1074",1.8350090898486e-05
"1075",1.8350090898486e-05
"1082",1.8350090898486e-05
"1085",1.8350090898486e-05
"1094",1.8350090898486e-05
"1095",1.8350090898486e-05
"1099",1.8350090898486e-05
"1113",1.8350090898486e-05
"1116",1.8350090898486e-05
"537",1.8350090898486e-05
"729",1.8350090898486e-05
"962",1.8350090898486e-05
"1040",1.96608116769493e-05
"1045",1.96608116769493e-05
"1048",1.96608116769493e-05
"1050",1.96608116769493e-05
"1057",1.96608116769493e-05
"1089",1.96608116769493e-05
"1097",1.96608116769493e-05
"202",1.96608116769493e-05
"222",1.96608116769493e-05
"867",1.96608116769493e-05
"942",1.96608116769493e-05
"1002",2.09715324554126e-05
"1011",2.09715324554126e-05
"1019",2.09715324554126e-05
"1028",2.09715324554126e-05
"1031",2.09715324554126e-05
"1034",2.09715324554126e-05
"1038",2.09715324554126e-05
"1043",2.09715324554126e-05
"1049",2.09715324554126e-05
"1055",2.09715324554126e-05
"1058",2.09715324554126e-05
"1071",2.09715324554126e-05
"1079",2.09715324554126e-05
"1086",2.09715324554126e-05
"439",2.09715324554126e-05
"628",2.09715324554126e-05
"792",2.09715324554126e-05
"939",2.09715324554126e-05
"944",2.09715324554126e-05
"956",2.09715324554126e-05
"971",2.09715324554126e-05
"976",2.09715324554126e-05
"998",2.09715324554126e-05
"999",2.09715324554126e-05
"1003",2.22822532338758e-05
"1015",2.22822532338758e-05
"1021",2.22822532338758e-05
"1032",2.22822532338758e-05
"1036",2.22822532338758e-05
"1053",2.22822532338758e-05
"705",2.22822532338758e-05
"820",2.22822532338758e-05
"922",2.22822532338758e-05
"953",2.22822532338758e-05
"978",2.22822532338758e-05
"985",2.22822532338758e-05
"992",2.22822532338758e-05
"1008",2.35929740123391e-05
"1016",2.35929740123391e-05
"1024",2.35929740123391e-05
"1027",2.35929740123391e-05
"1037",2.35929740123391e-05
"1042",2.35929740123391e-05
"1044",2.35929740123391e-05
"1056",2.35929740123391e-05
"338",2.35929740123391e-05
"891",2.35929740123391e-05
"964",2.35929740123391e-05
"965",2.35929740123391e-05
"994",2.35929740123391e-05
"995",2.35929740123391e-05
"1000",2.49036947908024e-05
"1017",2.49036947908024e-05
"1023",2.49036947908024e-05
"329",2.49036947908024e-05
"525",2.49036947908024e-05
"62",2.49036947908024e-05
"920",2.49036947908024e-05
"929",2.49036947908024e-05
"938",2.49036947908024e-05
"950",2.49036947908024e-05
"960",2.49036947908024e-05
"979",2.49036947908024e-05
"987",2.49036947908024e-05
"993",2.49036947908024e-05
"1012",2.62144155692657e-05
"1013",2.62144155692657e-05
"1014",2.62144155692657e-05
"1022",2.62144155692657e-05
"1025",2.62144155692657e-05
"573",2.62144155692657e-05
"679",2.62144155692657e-05
"901",2.62144155692657e-05
"933",2.62144155692657e-05
"940",2.62144155692657e-05
"959",2.62144155692657e-05
"977",2.62144155692657e-05
"982",2.62144155692657e-05
"986",2.62144155692657e-05
"989",2.62144155692657e-05
"990",2.62144155692657e-05
"1001",2.7525136347729e-05
"1007",2.7525136347729e-05
"482",2.7525136347729e-05
"631",2.7525136347729e-05
"863",2.7525136347729e-05
"925",2.7525136347729e-05
"928",2.7525136347729e-05
"930",2.7525136347729e-05
"943",2.7525136347729e-05
"957",2.7525136347729e-05
"958",2.7525136347729e-05
"969",2.7525136347729e-05
"972",2.7525136347729e-05
"974",2.7525136347729e-05
"991",2.7525136347729e-05
"682",2.88358571261923e-05
"817",2.88358571261923e-05
"911",2.88358571261923e-05
"94",2.88358571261923e-05
"945",2.88358571261923e-05
"949",2.88358571261923e-05
"951",2.88358571261923e-05
"970",2.88358571261923e-05
"975",2.88358571261923e-05
"564",3.01465779046555e-05
"771",3.01465779046555e-05
"773",3.01465779046555e-05
"906",3.01465779046555e-05
"914",3.01465779046555e-05
"935",3.01465779046555e-05
"936",3.01465779046555e-05
"946",3.01465779046555e-05
"954",3.01465779046555e-05
"966",3.01465779046555e-05
"968",3.01465779046555e-05
"973",3.01465779046555e-05
"980",3.01465779046555e-05
"981",3.01465779046555e-05
"988",3.01465779046555e-05
"315",3.14572986831188e-05
"673",3.14572986831188e-05
"848",3.14572986831188e-05
"897",3.14572986831188e-05
"921",3.14572986831188e-05
"926",3.14572986831188e-05
"927",3.14572986831188e-05
"947",3.14572986831188e-05
"198",3.27680194615821e-05
"28",3.27680194615821e-05
"767",3.27680194615821e-05
"862",3.27680194615821e-05
"870",3.27680194615821e-05
"887",3.27680194615821e-05
"896",3.27680194615821e-05
"902",3.27680194615821e-05
"912",3.27680194615821e-05
"916",3.27680194615821e-05
"932",3.27680194615821e-05
"937",3.27680194615821e-05
"967",3.27680194615821e-05
"597",3.40787402400454e-05
"608",3.40787402400454e-05
"610",3.40787402400454e-05
"632",3.40787402400454e-05
"653",3.40787402400454e-05
"77",3.40787402400454e-05
"847",3.40787402400454e-05
"854",3.40787402400454e-05
"858",3.40787402400454e-05
"888",3.40787402400454e-05
"903",3.40787402400454e-05
"907",3.40787402400454e-05
"931",3.40787402400454e-05
"941",3.40787402400454e-05
"576",3.53894610185087e-05
"579",3.53894610185087e-05
"602",3.53894610185087e-05
"670",3.53894610185087e-05
"835",3.53894610185087e-05
"871",3.53894610185087e-05
"872",3.53894610185087e-05
"874",3.53894610185087e-05
"885",3.53894610185087e-05
"889",3.53894610185087e-05
"898",3.53894610185087e-05
"905",3.53894610185087e-05
"918",3.53894610185087e-05
"919",3.53894610185087e-05
"324",3.6700181796972e-05
"766",3.6700181796972e-05
"827",3.6700181796972e-05
"853",3.6700181796972e-05
"856",3.6700181796972e-05
"879",3.6700181796972e-05
"910",3.6700181796972e-05
"915",3.6700181796972e-05
"934",3.6700181796972e-05
"239",3.80109025754353e-05
"440",3.80109025754353e-05
"861",3.80109025754353e-05
"866",3.80109025754353e-05
"868",3.80109025754353e-05
"878",3.80109025754353e-05
"886",3.80109025754353e-05
"900",3.80109025754353e-05
"908",3.80109025754353e-05
"917",3.80109025754353e-05
"204",3.93216233538985e-05
"592",3.93216233538985e-05
"780",3.93216233538985e-05
"816",3.93216233538985e-05
"834",3.93216233538985e-05
"839",3.93216233538985e-05
"845",3.93216233538985e-05
"849",3.93216233538985e-05
"857",3.93216233538985e-05
"880",3.93216233538985e-05
"882",3.93216233538985e-05
"883",3.93216233538985e-05
"884",3.93216233538985e-05
"899",3.93216233538985e-05
"904",3.93216233538985e-05
"158",4.06323441323618e-05
"500",4.06323441323618e-05
"522",4.06323441323618e-05
"666",4.06323441323618e-05
"714",4.06323441323618e-05
"819",4.06323441323618e-05
"823",4.06323441323618e-05
"826",4.06323441323618e-05
"843",4.06323441323618e-05
"844",4.06323441323618e-05
"865",4.06323441323618e-05
"876",4.06323441323618e-05
"562",4.19430649108251e-05
"694",4.19430649108251e-05
"815",4.19430649108251e-05
"838",4.19430649108251e-05
"842",4.19430649108251e-05
"869",4.19430649108251e-05
"894",4.19430649108251e-05
"189",4.32537856892884e-05
"538",4.32537856892884e-05
"830",4.32537856892884e-05
"873",4.32537856892884e-05
"881",4.32537856892884e-05
"523",4.45645064677517e-05
"671",4.45645064677517e-05
"802",4.45645064677517e-05
"806",4.45645064677517e-05
"825",4.45645064677517e-05
"829",4.45645064677517e-05
"833",4.45645064677517e-05
"836",4.45645064677517e-05
"850",4.45645064677517e-05
"852",4.45645064677517e-05
"859",4.45645064677517e-05
"864",4.45645064677517e-05
"875",4.45645064677517e-05
"229",4.5875227246215e-05
"390",4.5875227246215e-05
"621",4.5875227246215e-05
"734",4.5875227246215e-05
"808",4.5875227246215e-05
"832",4.5875227246215e-05
"841",4.5875227246215e-05
"860",4.5875227246215e-05
"519",4.71859480246783e-05
"784",4.71859480246783e-05
"788",4.71859480246783e-05
"795",4.71859480246783e-05
"797",4.71859480246783e-05
"837",4.71859480246783e-05
"704",4.84966688031415e-05
"72",4.84966688031415e-05
"759",4.84966688031415e-05
"777",4.84966688031415e-05
"801",4.84966688031415e-05
"803",4.84966688031415e-05
"809",4.84966688031415e-05
"812",4.84966688031415e-05
"813",4.84966688031415e-05
"818",4.84966688031415e-05
"459",4.98073895816048e-05
"473",4.98073895816048e-05
"736",4.98073895816048e-05
"785",4.98073895816048e-05
"791",4.98073895816048e-05
"794",4.98073895816048e-05
"810",4.98073895816048e-05
"821",4.98073895816048e-05
"217",5.11181103600681e-05
"521",5.11181103600681e-05
"570",5.11181103600681e-05
"596",5.11181103600681e-05
"781",5.11181103600681e-05
"796",5.11181103600681e-05
"804",5.11181103600681e-05
"807",5.11181103600681e-05
"449",5.24288311385314e-05
"774",5.24288311385314e-05
"778",5.24288311385314e-05
"800",5.24288311385314e-05
"822",5.24288311385314e-05
"824",5.24288311385314e-05
"828",5.24288311385314e-05
"60",5.37395519169947e-05
"661",5.37395519169947e-05
"743",5.37395519169947e-05
"752",5.37395519169947e-05
"754",5.37395519169947e-05
"772",5.37395519169947e-05
"787",5.37395519169947e-05
"805",5.37395519169947e-05
"811",5.37395519169947e-05
"555",5.5050272695458e-05
"606",5.5050272695458e-05
"678",5.5050272695458e-05
"749",5.5050272695458e-05
"757",5.5050272695458e-05
"776",5.5050272695458e-05
"782",5.5050272695458e-05
"790",5.5050272695458e-05
"798",5.5050272695458e-05
"649",5.63609934739212e-05
"726",5.63609934739212e-05
"737",5.63609934739212e-05
"748",5.63609934739212e-05
"756",5.63609934739212e-05
"762",5.63609934739212e-05
"769",5.63609934739212e-05
"770",5.63609934739212e-05
"799",5.63609934739212e-05
"581",5.76717142523845e-05
"584",5.76717142523845e-05
"68",5.76717142523845e-05
"722",5.76717142523845e-05
"725",5.76717142523845e-05
"742",5.76717142523845e-05
"744",5.76717142523845e-05
"12",5.89824350308478e-05
"515",5.89824350308478e-05
"529",5.89824350308478e-05
"531",5.89824350308478e-05
"719",5.89824350308478e-05
"775",5.89824350308478e-05
"783",5.89824350308478e-05
"695",6.02931558093111e-05
"718",6.02931558093111e-05
"740",6.02931558093111e-05
"793",6.02931558093111e-05
"437",6.16038765877744e-05
"619",6.16038765877744e-05
"709",6.16038765877744e-05
"710",6.16038765877744e-05
"715",6.16038765877744e-05
"728",6.16038765877744e-05
"732",6.16038765877744e-05
"739",6.16038765877744e-05
"746",6.16038765877744e-05
"763",6.16038765877744e-05
"395",6.29145973662377e-05
"667",6.29145973662377e-05
"693",6.29145973662377e-05
"717",6.29145973662377e-05
"747",6.29145973662377e-05
"753",6.29145973662377e-05
"768",6.29145973662377e-05
"786",6.29145973662377e-05
"173",6.42253181447009e-05
"391",6.42253181447009e-05
"575",6.42253181447009e-05
"676",6.42253181447009e-05
"720",6.42253181447009e-05
"724",6.42253181447009e-05
"735",6.42253181447009e-05
"738",6.42253181447009e-05
"750",6.42253181447009e-05
"760",6.42253181447009e-05
"789",6.42253181447009e-05
"633",6.55360389231642e-05
"677",6.55360389231642e-05
"684",6.55360389231642e-05
"699",6.55360389231642e-05
"707",6.55360389231642e-05
"711",6.55360389231642e-05
"721",6.55360389231642e-05
"733",6.55360389231642e-05
"761",6.55360389231642e-05
"351",6.68467597016275e-05
"731",6.68467597016275e-05
"751",6.68467597016275e-05
"755",6.68467597016275e-05
"135",6.81574804800908e-05
"612",6.81574804800908e-05
"654",6.81574804800908e-05
"690",6.81574804800908e-05
"700",6.81574804800908e-05
"703",6.81574804800908e-05
"706",6.81574804800908e-05
"745",6.81574804800908e-05
"642",6.94682012585541e-05
"668",6.94682012585541e-05
"697",6.94682012585541e-05
"698",6.94682012585541e-05
"701",6.94682012585541e-05
"644",7.07789220370174e-05
"669",7.07789220370174e-05
"696",7.07789220370174e-05
"712",7.07789220370174e-05
"343",7.20896428154807e-05
"643",7.20896428154807e-05
"646",7.20896428154807e-05
"680",7.20896428154807e-05
"713",7.20896428154807e-05
"716",7.20896428154807e-05
"730",7.20896428154807e-05
"599",7.34003635939439e-05
"674",7.34003635939439e-05
"683",7.34003635939439e-05
"686",7.34003635939439e-05
"691",7.34003635939439e-05
"702",7.34003635939439e-05
"251",7.47110843724072e-05
"45",7.47110843724072e-05
"558",7.47110843724072e-05
"659",7.47110843724072e-05
"681",7.47110843724072e-05
"622",7.60218051508705e-05
"651",7.60218051508705e-05
"655",7.60218051508705e-05
"664",7.60218051508705e-05
"687",7.60218051508705e-05
"117",7.73325259293338e-05
"457",7.73325259293338e-05
"624",7.73325259293338e-05
"645",7.73325259293338e-05
"652",7.73325259293338e-05
"662",7.73325259293338e-05
"689",7.73325259293338e-05
"580",7.86432467077971e-05
"675",7.86432467077971e-05
"403",7.99539674862604e-05
"490",7.99539674862604e-05
"617",7.99539674862604e-05
"634",7.99539674862604e-05
"688",7.99539674862604e-05
"287",8.12646882647237e-05
"193",8.25754090431869e-05
"210",8.25754090431869e-05
"467",8.25754090431869e-05
"415",8.38861298216502e-05
"600",8.38861298216502e-05
"615",8.38861298216502e-05
"616",8.38861298216502e-05
"641",8.38861298216502e-05
"647",8.38861298216502e-05
"656",8.38861298216502e-05
"535",8.51968506001135e-05
"629",8.51968506001135e-05
"663",8.51968506001135e-05
"665",8.51968506001135e-05
"574",8.65075713785768e-05
"630",8.65075713785768e-05
"358",8.78182921570401e-05
"607",8.78182921570401e-05
"648",8.78182921570401e-05
"203",8.91290129355034e-05
"588",8.91290129355034e-05
"590",8.91290129355034e-05
"639",8.91290129355034e-05
"657",8.91290129355034e-05
"141",9.04397337139667e-05
"422",9.04397337139667e-05
"530",9.04397337139667e-05
"618",9.04397337139667e-05
"635",9.04397337139667e-05
"636",9.04397337139667e-05
"586",9.17504544924299e-05
"605",9.30611752708932e-05
"572",9.43718960493565e-05
"601",9.43718960493565e-05
"620",9.43718960493565e-05
"609",9.56826168278198e-05
"611",9.56826168278198e-05
"637",9.56826168278198e-05
"471",9.69933376062831e-05
"475",9.69933376062831e-05
"593",9.69933376062831e-05
"623",9.69933376062831e-05
"626",9.69933376062831e-05
"568",9.83040583847464e-05
"582",9.83040583847464e-05
"585",9.83040583847464e-05
"549",9.96147791632096e-05
"560",9.96147791632096e-05
"578",9.96147791632096e-05
"594",9.96147791632096e-05
"614",9.96147791632096e-05
"625",9.96147791632096e-05
"261",0.000100925499941673
"554",0.000100925499941673
"567",0.000100925499941673
