"","Module","R2","R2Adj","slop","P"
"1","Module_12","0.632481186635827","0.612063474782262","0.0178463977381077","2.77576813194839e-05"
"2","Module_24","0.585889033379562","0.562882868567315","0.0250053067095965","8.39716759330751e-05"
"3","Module_28","0.326689032200183","0.289282867322416","-0.013088396029648","0.00846952217008561"
"4","Module_2","0.886089968509838","0.879761633427051","0.0279443991472662","6.32180838722554e-10"
"5","Module_27","0.278223143663361","0.238124429422437","-0.0153306393737971","0.0168452462554705"
"6","Module_23","0.769238859477367","0.756418796114999","0.0311545249151644","3.8672285977632e-07"
